"('Noise - Residential', 'Residential Building/House')",0.5872572727367077
"('Residential Building/House',)",0.5872572727367077
"('Noise - Residential',)",0.5872572727367077
"('Loud Music/Party',)",0.5246697041088497
"('Loud Music/Party', 'Noise - Residential', 'Residential Building/House')",0.3827488505806773
"('Loud Music/Party', 'Noise - Residential')",0.3827488505806773
"('Loud Music/Party', 'Residential Building/House')",0.3827488505806773
"('Noise - Residential', 'Poverty Level Higher than Median', 'Residential Building/House')",0.30843876163689765
"('Poverty Level Higher than Median', 'Residential Building/House')",0.30843876163689765
"('Noise - Residential', 'Poverty Level Higher than Median')",0.30843876163689765
"('Poverty Level Lower than Median', 'Residential Building/House')",0.2788185110998101
"('Noise - Residential', 'Poverty Level Lower than Median', 'Residential Building/House')",0.2788185110998101
"('Noise - Residential', 'Poverty Level Lower than Median')",0.2788185110998101
"('Loud Music/Party', 'Poverty Level Higher than Median')",0.2653783483648667
"('Loud Music/Party', 'Poverty Level Lower than Median')",0.25929135574398304
"('Misd Lower than IQR', 'Nonmajor Lower than IQR')",0.2256546241424761
"('Loud Music/Party', 'Poverty Level Higher than Median', 'Residential Building/House')",0.19391196952871212
"('Loud Music/Party', 'Noise - Residential', 'Poverty Level Higher than Median', 'Residential Building/House')",0.19391196952871212
"('Loud Music/Party', 'Noise - Residential', 'Poverty Level Higher than Median')",0.19391196952871212
"('Loud Music/Party', 'Noise - Residential', 'Poverty Level Lower than Median', 'Residential Building/House')",0.18883688105196517
"('Loud Music/Party', 'Noise - Residential', 'Poverty Level Lower than Median')",0.18883688105196517
"('Loud Music/Party', 'Poverty Level Lower than Median', 'Residential Building/House')",0.18883688105196517
"('MANHATTAN', 'VC Lower than IQR')",0.182542318350233
"('BROOKLYN', 'Noise - Residential', 'Residential Building/House')",0.17681857337083431
"('BROOKLYN', 'Residential Building/House')",0.17681857337083431
"('BROOKLYN', 'Noise - Residential')",0.17681857337083431
"('Noise - Residential', 'Noise Within Higher IQR', 'Residential Building/House')",0.17144250827685698
"('Noise - Residential', 'Noise Within Higher IQR')",0.17144250827685698
"('Noise Within Higher IQR', 'Residential Building/House')",0.17144250827685698
"('Noise - Residential', 'VC Within Higher IQR')",0.17028530507612633
"('Noise - Residential', 'Residential Building/House', 'VC Within Higher IQR')",0.17028530507612633
"('Residential Building/House', 'VC Within Higher IQR')",0.17028530507612633
"('BROOKLYN', 'Poverty Level Lower than Median')",0.16934086120826544
"('MANHATTAN', 'Poverty Level Higher than Median')",0.16762321878924372
"('Population Within Lower IQR', 'Poverty Level Lower than Median')",0.1674986767407346
"('Banging/Pounding',)",0.1670420225628678
"('Noise - Residential', 'Population Within Higher IQR', 'Residential Building/House')",0.1664763940925555
"('Population Within Higher IQR', 'Residential Building/House')",0.1664763940925555
"('Noise - Residential', 'Population Within Higher IQR')",0.1664763940925555
"('Misd Within Lower IQR', 'Nonmajor Within Lower IQR')",0.165371083412037
"('Noise - Residential', 'Population Higher than IQR')",0.16531919089182484
"('Population Higher than IQR', 'Residential Building/House')",0.16531919089182484
"('Noise - Residential', 'Population Higher than IQR', 'Residential Building/House')",0.16531919089182484
"('Nonmajor Higher than IQR', 'Residential Building/House')",0.16471204840534284
"('Noise - Residential', 'Nonmajor Higher than IQR')",0.16471204840534284
"('Noise - Residential', 'Nonmajor Higher than IQR', 'Residential Building/House')",0.16471204840534284
"('Noise - Residential', 'Nonmajor Within Higher IQR')",0.1637468475293971
"('Nonmajor Within Higher IQR', 'Residential Building/House')",0.1637468475293971
"('Noise - Residential', 'Nonmajor Within Higher IQR', 'Residential Building/House')",0.1637468475293971
"('BRONX', 'Noise - Residential')",0.16258964432866646
"('BRONX', 'Noise - Residential', 'Residential Building/House')",0.16258964432866646
"('BRONX', 'Residential Building/House')",0.16258964432866646
"('Banging/Pounding', 'Noise - Residential')",0.16235093873569065
"('Banging/Pounding', 'Noise - Residential', 'Residential Building/House')",0.16235093873569065
"('Banging/Pounding', 'Residential Building/House')",0.16235093873569065
"('MANHATTAN', 'Major Lower than IQR')",0.1597096094568929
"('BROOKLYN', 'Loud Music/Party')",0.1596836631967868
"('MANHATTAN', 'Misd Within Lower IQR')",0.15704752317001028
"('Street/Sidewalk',)",0.15599929426172512
"('Major Lower than IQR', 'Nonmajor Lower than IQR')",0.15566718213236744
"('Major Within Higher IQR', 'Noise - Residential', 'Residential Building/House')",0.15558415410002802
"('Major Within Higher IQR', 'Noise - Residential')",0.15558415410002802
"('Major Within Higher IQR', 'Residential Building/House')",0.15558415410002802
"('Misd Within Higher IQR', 'Residential Building/House')",0.1538665116810063
"('Misd Within Higher IQR', 'Noise - Residential', 'Residential Building/House')",0.1538665116810063
"('Misd Within Higher IQR', 'Noise - Residential')",0.1538665116810063
"('Major Lower than IQR', 'Misd Lower than IQR')",0.15110582960572064
"('Major Within Lower IQR', 'Poverty Level Lower than Median')",0.15033782030658102
"('Population Within Higher IQR', 'Poverty Level Higher than Median')",0.15014062872977488
"('Population Higher than IQR', 'Poverty Level Higher than Median')",0.14922213112202007
"('Noise - Residential', 'Noise Within Lower IQR')",0.1486980166678775
"('Noise Within Lower IQR', 'Residential Building/House')",0.1486980166678775
"('Noise - Residential', 'Noise Within Lower IQR', 'Residential Building/House')",0.1486980166678775
"('Loud Music/Party', 'Noise Within Higher IQR')",0.14868244891181384
"('Major Higher than IQR', 'Noise - Residential')",0.1475978952393802
"('Major Higher than IQR', 'Residential Building/House')",0.1475978952393802
"('Major Higher than IQR', 'Noise - Residential', 'Residential Building/House')",0.1475978952393802
"('Major Lower than IQR', 'Misd Lower than IQR', 'Nonmajor Lower than IQR')",0.1463472855022677
"('Misd Within Higher IQR', 'Nonmajor Within Higher IQR')",0.1460411196330161
"('Loud Music/Party', 'Major Within Higher IQR')",0.1460099841208888
"('Major Lower than IQR', 'VC Lower than IQR')",0.144411694498355
"('Noise Lower than IQR', 'Population Lower than IQR')",0.14268886282731208
"('Noise - Residential', 'VC Higher than IQR')",0.14177555447157847
"('Noise - Residential', 'Residential Building/House', 'VC Higher than IQR')",0.14177555447157847
"('Residential Building/House', 'VC Higher than IQR')",0.14177555447157847
"('Misd Within Higher IQR', 'Poverty Level Higher than Median')",0.14165620167509055
"('Major Within Lower IQR', 'Residential Building/House')",0.14116322273307524
"('Major Within Lower IQR', 'Noise - Residential')",0.14116322273307524
"('Major Within Lower IQR', 'Noise - Residential', 'Residential Building/House')",0.14116322273307524
"('Noise Within Lower IQR', 'Poverty Level Lower than Median')",0.1409504634002055
"('Major Higher than IQR', 'Nonmajor Higher than IQR')",0.14093489564414186
"('Noise - Residential', 'VC Within Lower IQR')",0.14039002418191443
"('Noise - Residential', 'Residential Building/House', 'VC Within Lower IQR')",0.14039002418191443
"('Residential Building/House', 'VC Within Lower IQR')",0.14039002418191443
"('Noise Lower than IQR', 'Residential Building/House')",0.13972061067117786
"('Noise - Residential', 'Noise Lower than IQR', 'Residential Building/House')",0.13972061067117786
"('Noise - Residential', 'Noise Lower than IQR')",0.13972061067117786
"('Loud Music/Party', 'VC Within Higher IQR')",0.13923282098118378
"('BRONX', 'Nonmajor Higher than IQR')",0.13899411538820794
