"('42', 'Major Within Lower IQR', 'Misd Higher than IQR', 'NGHBR: High Bridge and Morrisania', 'Nonmajor Within Higher IQR', 'Poverty Level Lower than Median')","(('VC Within Higher IQR',), 1.0)"
"('Major Within Lower IQR', 'Misd Higher than IQR', 'Nonmajor Within Higher IQR', 'Poverty Level Lower than Median')","(('VC Within Higher IQR',), 1.0)"
"('42', 'Misd Higher than IQR', 'NGHBR: High Bridge and Morrisania', 'Nonmajor Within Higher IQR', 'Poverty Level Lower than Median')","(('VC Within Higher IQR',), 1.0)"
"('42', 'Major Within Lower IQR', 'NGHBR: High Bridge and Morrisania', 'Poverty Level Lower than Median')","(('VC Within Higher IQR',), 1.0)"
"('Major Within Lower IQR', 'Noise - Residential', 'Nonmajor Within Higher IQR')","(('VC Within Higher IQR',), 0.990262462113884)"
"('Major Within Lower IQR', 'Noise - Residential', 'Nonmajor Within Higher IQR', 'Residential Building/House')","(('VC Within Higher IQR',), 0.9902271697624749)"
"('Major Within Lower IQR', 'Nonmajor Within Higher IQR', 'Residential Building/House')","(('VC Within Higher IQR',), 0.9902271697624749)"
"('Misd Higher than IQR', 'Noise - Residential', 'Nonmajor Within Higher IQR', 'Poverty Level Lower than Median', 'Residential Building/House')","(('VC Within Higher IQR',), 0.9342620439198774)"
"('Noise - Residential', 'Nonmajor Within Higher IQR', 'Poverty Level Lower than Median', 'Residential Building/House')","(('VC Within Higher IQR',), 0.876984126984127)"
"('Major Within Lower IQR', 'Noise - Residential', 'Poverty Level Lower than Median', 'Residential Building/House')","(('VC Within Higher IQR',), 0.8372778789199723)"
"('Major Within Lower IQR', 'Noise - Residential', 'Poverty Level Lower than Median')","(('VC Within Higher IQR',), 0.8369687372292604)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Noise - Residential', 'Poverty Level Lower than Median', 'Residential Building/House')","(('VC Within Higher IQR',), 0.809668906602824)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Nonmajor Within Higher IQR')","(('VC Within Higher IQR',), 0.7643615974818021)"
"('Loud Music/Party', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 1.0)"
"('Misd Higher than IQR', 'NGHBR: Central Bronx', 'Noise Within Higher IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 1.0)"
"('46', 'Misd Higher than IQR', 'NGHBR: Central Bronx', 'Noise Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 1.0)"
"('Major Higher than IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Major Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Misd Higher than IQR', 'Noise - Residential', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Loud Music/Party', 'Noise - Residential', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Misd Higher than IQR', 'Noise - Residential', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR')","(('VC Higher than IQR',), 1.0)"
"('2014', 'Nonmajor Higher than IQR')","(('VC Higher than IQR',), 1.0)"
"('Major Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Population Within Higher IQR')","(('VC Higher than IQR',), 1.0)"
"('Misd Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Noise - Residential', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Misd Higher than IQR', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 1.0)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR')","(('VC Higher than IQR',), 1.0)"
"('Major Higher than IQR', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR')","(('VC Higher than IQR',), 1.0)"
"('46', 'Misd Higher than IQR', 'NGHBR: Central Bronx', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 1.0)"
"('Major Higher than IQR', 'Noise Within Higher IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 0.9568592798308455)"
"('Major Higher than IQR', 'Noise - Residential', 'Noise Within Higher IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 0.9568592798308455)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Noise - Residential', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.9406699170518584)"
"('Major Higher than IQR', 'Misd Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.9067796610169492)"
"('2015', 'Major Higher than IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.902789444718014)"
"('Loud Music/Party', 'Major Higher than IQR', 'Noise - Residential', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 0.8922966977339726)"
"('Major Higher than IQR', 'NGHBR: Southeast Bronx')","(('VC Higher than IQR',), 0.8668858945567319)"
"('43', 'NGHBR: Southeast Bronx')","(('VC Higher than IQR',), 0.8668858945567319)"
"('43', 'Major Higher than IQR', 'NGHBR: Southeast Bronx')","(('VC Higher than IQR',), 0.8668858945567319)"
"('Major Higher than IQR', 'Noise - Residential', 'Population Within Higher IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.8414279229968227)"
"('Major Higher than IQR', 'Noise - Residential', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.8409821141694335)"
"('Major Higher than IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.8409821141694335)"
"('Misd Higher than IQR', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.8143320021098636)"
"('Misd Higher than IQR', 'Noise - Residential', 'Noise Within Higher IQR', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.8143320021098636)"
"('2015', 'Major Higher than IQR', 'Misd Higher than IQR')","(('VC Higher than IQR',), 0.7986241400875547)"
"('Misd High Outliers', 'Noise - Residential', 'Residential Building/House')","(('VC Higher than IQR',), 0.7839535211930188)"
"('Loud Music/Party', 'Noise - Residential', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.778817466775156)"
"('Noise - Residential', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7767190131417961)"
"('Noise - Residential', 'Noise Within Higher IQR', 'Population Within Higher IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7738641531274546)"
"('Misd Higher than IQR', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.7578638109276138)"
"('Misd Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7512986588158325)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7488874504409742)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7488874504409742)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.7474773921975388)"
"('Major Higher than IQR', 'Misd Higher than IQR', 'Poverty Level Higher than Median')","(('VC Higher than IQR',), 0.7366662194631118)"
"('Misd Higher than IQR', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7365111251828722)"
"('Misd Higher than IQR', 'Noise - Residential', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7365111251828722)"
"('Loud Music/Party', 'Major Higher than IQR', 'Nonmajor Higher than IQR')","(('VC Higher than IQR',), 0.7361210105329848)"
"('Loud Music/Party', 'Misd Higher than IQR', 'Noise - Residential', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7311342903139254)"
"('Misd Higher than IQR', 'Population Within Higher IQR', 'Residential Building/House')","(('VC Higher than IQR',), 0.7304314053537285)"
"('Loud Music/Party', 'Major Higher than IQR', 'Noise - Residential', 'Nonmajor Higher than IQR')","(('VC Higher than IQR',), 0.7278461656089915)"
"('Major Higher than IQR', 'Misd Higher than IQR', 'Noise - Residential', 'Poverty Level Higher than Median', 'Residential Building/House')","(('VC Higher than IQR',), 0.7266196362694971)"
